name,filename,response,RT,environment,width,shoulder,lanes
Patryk,72.png,80.0,5066.175004991237,highway,7.2,1.5,2
Mj,72.png,80.0,7524.678404995939,highway,7.2,1.5,2
Mehrdad,72.png,120.0,7889.741883001989,highway,7.2,1.5,2
Max ,72.png,140.0,7216.371807997348,highway,7.2,1.5,2
BolekS,130.png,100.0,25017.092064008466,nature,7.1,0.0,1
Algha,130.png,80.0,3884.7509430052014,nature,7.1,0.0,1
Luke,130.png,80.0,5517.965181003092,nature,7.1,0.0,1
Sandra,130.png,60.0,43465.138768006,nature,7.1,0.0,1
Misiek,130.png,100.0,2978.202380007133,nature,7.1,0.0,1
Big A,130.png,80.0,16163.236901993514,nature,7.1,0.0,1
Mehr,130.png,110.0,8275.752344998182,nature,7.1,0.0,1
Amir,130.png,80.0,14726.230886008125,nature,7.1,0.0,1
BolekS,203.png,60.0,8845.335936013726,suburban,10.6,0.0,1
Ewa,203.png,70.0,6004.56125799974,suburban,10.6,0.0,1
Gideon,203.png,50.0,11685.80509100866,suburban,10.6,0.0,1
Mehr,203.png,90.0,17274.986064003315,suburban,10.6,0.0,1
Amir,203.png,100.0,11645.902817006572,suburban,10.6,0.0,1
Vincent,160.png,50.0,13492.62072199781,urban,7.0,0.0,1
Mj,160.png,40.0,10847.849293000763,urban,7.0,0.0,1
Max ,160.png,50.0,10427.553490007995,urban,7.0,0.0,1
