name,filename,response,RT,environment,width,shoulder,lanes
Anželika,93.png,70.0,17834.078740000223,suburban,7.5,0.0,3
Stuart Burton,93.png,90.0,10932.799132002401,suburban,7.5,0.0,3
Simen,93.png,70.0,7443.339796998771,suburban,7.5,0.0,3
Iza,93.png,70.0,12134.794864003197,suburban,7.5,0.0,3
Gideon,93.png,50.0,6897.778330996516,suburban,7.5,0.0,3
Patryk,93.png,100.0,7616.454185001203,suburban,7.5,0.0,3
Mj,93.png,50.0,9971.251385999494,suburban,7.5,0.0,3
Anželika,206.png,70.0,23089.633622999827,suburban,12.2,0.0,1
Marcin,206.png,60.0,6057.945428001403,suburban,12.2,0.0,1
Simen,206.png,70.0,9608.195299006184,suburban,12.2,0.0,1
Artur,206.png,60.0,10181.332314998144,suburban,12.2,0.0,1
Algha,206.png,80.0,5907.416787988041,suburban,12.2,0.0,1
Sandor_likes_dick,206.png,60.0,4424.300195008982,suburban,12.2,0.0,1
Kevin Brachthuizen,206.png,70.0,11680.281603999902,suburban,12.2,0.0,1
Patryk,206.png,70.0,8824.505933007458,suburban,12.2,0.0,1
Hadi,206.png,50.0,17901.240256003803,suburban,12.2,0.0,1
Anželika,82.png,70.0,11619.122941000569,nature,4.0,1.0,1
Stuart Burton,82.png,60.0,7397.105099000328,nature,4.0,1.0,1
Maciej Martys,82.png,80.0,6152.739730001485,nature,4.0,1.0,1
Cedric ,82.png,75.0,13422.08745500102,nature,4.0,1.0,1
BolekS,82.png,80.0,11865.97884799994,nature,4.0,1.0,1
Ewa,82.png,80.0,7013.1274049927015,nature,4.0,1.0,1
Kevin Brachthuizen,82.png,70.0,16837.79975499783,nature,4.0,1.0,1
Weronika,82.png,55.0,13536.122821999015,nature,4.0,1.0,1
Hadi,82.png,60.0,11675.962294000783,nature,4.0,1.0,1
Max ,82.png,100.0,7017.999250994762,nature,4.0,1.0,1
Anželika,128.png,90.0,28217.604481000308,highway,7.1,2.0,1
Algha,128.png,120.0,9447.662153994315,highway,7.1,2.0,1
Sandor_likes_dick,128.png,60.0,7313.942123990273,highway,7.1,2.0,1
Amir,128.png,80.0,6085.213013997418,highway,7.1,2.0,1
Mj,128.png,80.0,17232.355455009383,highway,7.1,2.0,1
Anželika,179.png,120.0,13408.421273000386,highway,7.2,1.2,2
Simen,179.png,130.0,9814.796341001056,highway,7.2,1.2,2
BolekS,179.png,130.0,15742.515997990267,highway,7.2,1.2,2
Amir,179.png,120.0,6628.20982899575,highway,7.2,1.2,2
Mj,179.png,90.0,10005.622399999993,highway,7.2,1.2,2
Mehrdad,179.png,120.0,10802.925657990272,highway,7.2,1.2,2
Anželika,8.png,90.0,12918.276314999275,highway,7.6,3.1,2
Marcin,8.png,90.0,5539.048492006259,highway,7.6,3.1,2
Mariusz,8.png,90.0,7322.483971998736,highway,7.6,3.1,2
Artur,8.png,110.0,9422.31411699322,highway,7.6,3.1,2
Ewa,8.png,100.0,5287.607624995871,highway,7.6,3.1,2
Sietske,8.png,120.0,10498.105118007516,highway,7.6,3.1,2
Luke,8.png,120.0,5709.464539002511,highway,7.6,3.1,2
Gideon,8.png,100.0,3726.1217150080483,highway,7.6,3.1,2
Patryk,8.png,90.0,9585.242977002054,highway,7.6,3.1,2
Misiek,8.png,140.0,3086.968028001138,highway,7.6,3.1,2
Vincent,8.png,130.0,9841.300066997064,highway,7.6,3.1,2
Max ,8.png,160.0,7227.703033015132,highway,7.6,3.1,2
Liset Middelkoop,172.png,50.0,4443.97064199984,urban,8.1,0.0,2
Jerzy,172.png,60.0,5762.3494299987215,urban,8.1,0.0,2
Marta,172.png,50.0,5294.225823992747,urban,8.1,0.0,2
Sietske,172.png,50.0,8950.922630989226,urban,8.1,0.0,2
Gideon,172.png,50.0,4516.256037008134,urban,8.1,0.0,2
Kevin Brachthuizen,172.png,50.0,6484.343331001583,urban,8.1,0.0,2
Weronika,172.png,45.0,6989.867102995049,urban,8.1,0.0,2
Vincent,172.png,50.0,27567.487653999706,urban,8.1,0.0,2
Hadi,172.png,50.0,8002.562334004324,urban,8.1,0.0,2
Amir,172.png,50.0,7658.534355010488,urban,8.1,0.0,2
Liset Middelkoop,174.png,50.0,5406.693525001174,highway,7.2,3.2,2
Stuart Burton,174.png,100.0,7510.791330001666,highway,7.2,3.2,2
Jerzy,174.png,100.0,5988.087623001775,highway,7.2,3.2,2
gs,174.png,90.0,4691.271887000767,highway,7.2,3.2,2
Luke,174.png,90.0,6453.792297994369,highway,7.2,3.2,2
Weronika,174.png,60.0,6721.10657900339,highway,7.2,3.2,2
Misiek,174.png,140.0,8743.794188994798,highway,7.2,3.2,2
Vincent,174.png,80.0,9210.816055012401,highway,7.2,3.2,2
Mehr,174.png,130.0,9071.671398996841,highway,7.2,3.2,2
Liset Middelkoop,145.png,30.0,5306.818029999704,suburban,6.5,0.0,1
Jerzy,145.png,50.0,6299.9398130050395,suburban,6.5,0.0,1
Maciej Martys,145.png,30.0,7687.704153999221,suburban,6.5,0.0,1
Artur,145.png,60.0,11254.01073499961,suburban,6.5,0.0,1
Iza,145.png,50.0,11890.622934995918,suburban,6.5,0.0,1
Luke,145.png,30.0,4324.148925006739,suburban,6.5,0.0,1
Weronika,145.png,40.0,7178.565837995848,suburban,6.5,0.0,1
Patryk,145.png,60.0,10054.787950997707,suburban,6.5,0.0,1
Misiek,145.png,30.0,3343.2411429967033,suburban,6.5,0.0,1
Liset Middelkoop,97.png,50.0,4530.583320000005,suburban,6.2,0.0,2
Jerzy,97.png,60.0,40911.15108499798,suburban,6.2,0.0,2
Marta,97.png,50.0,8961.635466999724,suburban,6.2,0.0,2
Maciej Martys,97.png,50.0,6178.932038004859,suburban,6.2,0.0,2
Simen,97.png,50.0,15942.601905997435,suburban,6.2,0.0,2
Iza,97.png,50.0,9035.857698007021,suburban,6.2,0.0,2
BolekS,97.png,50.0,7342.669136996847,suburban,6.2,0.0,2
Marcel,97.png,60.0,21862.265137999202,suburban,6.2,0.0,2
Sandra,97.png,55.0,8052.163776999805,suburban,6.2,0.0,2
Weronika,97.png,50.0,6612.790033002966,suburban,6.2,0.0,2
Vincent,97.png,50.0,9100.69300699979,suburban,6.2,0.0,2
Big A,97.png,40.0,5222.419872996397,suburban,6.2,0.0,2
Mehrdad,97.png,30.0,6039.1058690001955,suburban,6.2,0.0,2
Liset Middelkoop,105.png,50.0,12893.871682999816,urban,9.5,0.0,2
Jerzy,105.png,50.0,8149.068764003459,urban,9.5,0.0,2
gs,105.png,40.0,5866.6678329973365,urban,9.5,0.0,2
Amir,105.png,50.0,9107.515573996352,urban,9.5,0.0,2
Liset Middelkoop,0.png,80.0,24102.766890000566,highway,7.2,2.8,2
Jerzy,0.png,100.0,4754.202060001262,highway,7.2,2.8,2
Maciej Martys,0.png,120.0,8650.265012998716,highway,7.2,2.8,2
Sandor_likes_dick,0.png,100.0,4049.6210209967103,highway,7.2,2.8,2
Kevin Brachthuizen,0.png,80.0,24501.864456993644,highway,7.2,2.8,2
Patryk,0.png,100.0,7317.249578991323,highway,7.2,2.8,2
Hadi,0.png,80.0,6506.452276007622,highway,7.2,2.8,2
Max ,0.png,100.0,8453.528614976676,highway,7.2,2.8,2
Liset Middelkoop,88.png,80.0,11456.72374700007,nature,3.9,0.0,1
Jerzy,88.png,90.0,5355.177568999352,nature,3.9,0.0,1
Simen,88.png,60.0,9336.879734000831,nature,3.9,0.0,1
Marcel,88.png,100.0,4285.715965997952,nature,3.9,0.0,1
Sietske,88.png,80.0,11625.738022994483,nature,3.9,0.0,1
Mehr,88.png,90.0,8172.10344299383,nature,3.9,0.0,1
Liset Middelkoop,55.png,50.0,6176.545963000535,urban,7.0,0.0,1
Stuart Burton,55.png,14.0,5996.466051998141,urban,7.0,0.0,1
Jerzy,55.png,50.0,10216.578603998641,urban,7.0,0.0,1
Marta,55.png,40.0,10101.142707993858,urban,7.0,0.0,1
Artur,55.png,50.0,11189.387990001705,urban,7.0,0.0,1
Iza,55.png,50.0,9295.844906999264,urban,7.0,0.0,1
Kevin Brachthuizen,55.png,40.0,9357.956756997737,urban,7.0,0.0,1
Hadi,55.png,50.0,14726.729022993823,urban,7.0,0.0,1
Mehrdad,55.png,30.0,8823.844917002134,urban,7.0,0.0,1
Liset Middelkoop,151.png,60.0,8821.366653999576,suburban,7.0,2.0,1
Stuart Burton,151.png,70.0,14238.659755996196,suburban,7.0,2.0,1
Jerzy,151.png,100.0,26268.840581993572,suburban,7.0,2.0,1
Marta,151.png,70.0,10039.271150002605,suburban,7.0,2.0,1
Simen,151.png,100.0,8439.88276500022,suburban,7.0,2.0,1
Marcel,151.png,100.0,8086.94606199424,suburban,7.0,2.0,1
Mehrdad,151.png,50.0,14564.684569995734,suburban,7.0,2.0,1
Liset Middelkoop,32.png,80.0,6832.920352000656,suburban,7.0,0.0,1
Jerzy,32.png,70.0,6018.711684999289,suburban,7.0,0.0,1
Marta,32.png,60.0,6387.691868992988,suburban,7.0,0.0,1
gs,32.png,70.0,7961.428096998134,suburban,7.0,0.0,1
Iza,32.png,70.0,15993.201693010633,suburban,7.0,0.0,1
Marcel,32.png,100.0,4119.442649003759,suburban,7.0,0.0,1
Weronika,32.png,45.0,7012.882188995718,suburban,7.0,0.0,1
Amir,32.png,80.0,5566.221953995409,suburban,7.0,0.0,1
Stuart Burton,74.png,100.0,14387.47533300193,highway,7.4,0.0,3
Marta,74.png,120.0,8226.16879499401,highway,7.4,0.0,3
Cedric ,74.png,100.0,3689.7174090045155,highway,7.4,0.0,3
Simen,74.png,130.0,9594.302546000108,highway,7.4,0.0,3
Algha,74.png,110.0,5206.247552996501,highway,7.4,0.0,3
Kevin Brachthuizen,74.png,100.0,11116.699791004066,highway,7.4,0.0,3
Patryk,74.png,90.0,11441.629556007683,highway,7.4,0.0,3
Hadi,74.png,100.0,9573.083098002826,highway,7.4,0.0,3
Amir,74.png,130.0,9518.960702000186,highway,7.4,0.0,3
Stuart Burton,178.png,80.0,6865.690024002106,highway,7.2,0.0,1
Maciej Martys,178.png,70.0,21241.218869996374,highway,7.2,0.0,1
Mariusz,178.png,90.0,10760.150657995837,highway,7.2,0.0,1
Marcel,178.png,100.0,8352.065510000102,highway,7.2,0.0,1
Sandor_likes_dick,178.png,80.0,9787.162041990086,highway,7.2,0.0,1
Vincent,178.png,120.0,11305.460882998887,highway,7.2,0.0,1
Amir,178.png,130.0,7249.663039998268,highway,7.2,0.0,1
Stuart Burton,154.png,50.0,15364.275443003862,suburban,5.0,0.0,1
Artur,154.png,50.0,9098.240576000535,suburban,5.0,0.0,1
Luke,154.png,25.0,15238.180287007708,suburban,5.0,0.0,1
Gideon,154.png,30.0,6390.606148008374,suburban,5.0,0.0,1
Sandra,154.png,40.0,7750.311006006086,suburban,5.0,0.0,1
Misiek,154.png,30.0,6043.222470994806,suburban,5.0,0.0,1
Big A,154.png,45.0,8378.05914900673,suburban,5.0,0.0,1
Stuart Burton,194.png,70.0,9997.914145998948,nature,5.2,0.0,1
Maciej Martys,194.png,70.0,5494.780562999949,nature,5.2,0.0,1
BolekS,194.png,100.0,8628.890691004926,nature,5.2,0.0,1
Luke,194.png,70.0,6542.616748993169,nature,5.2,0.0,1
Sandra,194.png,40.0,6531.608891003998,nature,5.2,0.0,1
Kevin Brachthuizen,194.png,50.0,7233.924608008238,nature,5.2,0.0,1
Misiek,194.png,100.0,3358.1166380026843,nature,5.2,0.0,1
Big A,194.png,60.0,4946.84544300253,nature,5.2,0.0,1
Hadi,194.png,30.0,7494.013748000725,nature,5.2,0.0,1
Stuart Burton,22.png,100.0,8484.40383500565,nature,6.1,0.0,1
Maciej Martys,22.png,70.0,5990.659251998295,nature,6.1,0.0,1
Cedric ,22.png,70.0,3910.727483998926,nature,6.1,0.0,1
Artur,22.png,70.0,9259.767907002242,nature,6.1,0.0,1
Sandor_likes_dick,22.png,80.0,8588.707817005343,nature,6.1,0.0,1
Mehr,22.png,80.0,15268.457583006239,nature,6.1,0.0,1
Stuart Burton,157.png,50.0,8493.852024999796,suburban,7.8,1.0,1
Marcin,157.png,50.0,8943.48517400067,suburban,7.8,1.0,1
BolekS,157.png,50.0,9693.05530100246,suburban,7.8,1.0,1
Mehrdad,157.png,60.0,10337.976189999608,suburban,7.8,1.0,1
Stuart Burton,37.png,50.0,14731.16102199856,suburban,9.2,0.0,1
Simen,37.png,40.0,14110.854359998484,suburban,9.2,0.0,1
Mariusz,37.png,50.0,8280.45903799648,suburban,9.2,0.0,1
Ewa,37.png,50.0,19952.96875400527,suburban,9.2,0.0,1
Sietske,37.png,50.0,11497.64937000873,suburban,9.2,0.0,1
Luke,37.png,40.0,10503.92627499241,suburban,9.2,0.0,1
Sandor_likes_dick,37.png,60.0,6150.159159995383,suburban,9.2,0.0,1
Sandra,37.png,60.0,18038.953266004683,suburban,9.2,0.0,1
Weronika,37.png,40.0,7723.916948001715,suburban,9.2,0.0,1
Patryk,37.png,60.0,13127.43227899773,suburban,9.2,0.0,1
Misiek,37.png,60.0,5356.638679993921,suburban,9.2,0.0,1
Big A,37.png,20.0,7685.410202000639,suburban,9.2,0.0,1
Mj,37.png,90.0,7636.385469013476,suburban,9.2,0.0,1
Stuart Burton,115.png,150.0,7733.51541699958,highway,7.6,2.0,4
Simen,115.png,120.0,10419.296697997197,highway,7.6,2.0,4
Mariusz,115.png,150.0,43781.07392100355,highway,7.6,2.0,4
Ewa,115.png,100.0,5624.7422480082605,highway,7.6,2.0,4
Mj,115.png,100.0,11744.401150004705,highway,7.6,2.0,4
Marta,232.png,40.0,7185.723397997208,urban,7.8,0.0,1
Maciej Martys,232.png,50.0,11801.047410997853,urban,7.8,0.0,1
Luke,232.png,70.0,5292.233385989675,urban,7.8,0.0,1
Gideon,232.png,60.0,13850.028337998083,urban,7.8,0.0,1
Misiek,232.png,60.0,2934.757441995316,urban,7.8,0.0,1
Marta,221.png,45.0,10653.585737003596,urban,8.8,0.0,1
Mariusz,221.png,40.0,15159.476546003134,urban,8.8,0.0,1
Sietske,221.png,50.0,7478.222396995989,urban,8.8,0.0,1
Vincent,221.png,50.0,7735.450873995433,urban,8.8,0.0,1
Marta,126.png,100.0,6712.052490009228,highway,6.8,1.0,1
Artur,126.png,110.0,19004.6529129977,highway,6.8,1.0,1
Gideon,126.png,80.0,4187.268127992866,highway,6.8,1.0,1
Patryk,126.png,100.0,23059.03988199134,highway,6.8,1.0,1
Max ,126.png,160.0,11002.035524026724,highway,6.8,1.0,1
Marta,222.png,50.0,5055.112599002314,urban,3.6,0.0,2
Iza,222.png,70.0,8868.336893006926,urban,3.6,0.0,2
BolekS,222.png,50.0,8264.004580996698,urban,3.6,0.0,2
Algha,222.png,60.0,6270.865236991085,urban,3.6,0.0,2
Weronika,222.png,45.0,4264.598884998122,urban,3.6,0.0,2
Vincent,222.png,50.0,10944.30451100925,urban,3.6,0.0,2
Amir,222.png,60.0,7254.9540549953235,urban,3.6,0.0,2
Mehrdad,222.png,80.0,10364.601992012467,urban,3.6,0.0,2
Marta,3.png,120.0,14258.838945999742,highway,10.6,0.0,3
Cedric ,3.png,100.0,8999.804950995895,highway,10.6,0.0,3
Marcin,3.png,120.0,9171.106891000818,highway,10.6,0.0,3
Simen,3.png,100.0,11240.684942997177,highway,10.6,0.0,3
Artur,3.png,120.0,7590.117615000054,highway,10.6,0.0,3
Sietske,3.png,120.0,5183.138252003118,highway,10.6,0.0,3
Mehr,3.png,110.0,8669.085778994486,highway,10.6,0.0,3
Mehrdad,3.png,120.0,8083.72035199136,highway,10.6,0.0,3
Marta,58.png,50.0,5049.058283999329,urban,5.8,0.0,2
Mariusz,58.png,70.0,31597.89281099802,urban,5.8,0.0,2
Marcel,58.png,60.0,8087.212436999835,urban,5.8,0.0,2
Algha,58.png,50.0,4296.400505001657,urban,5.8,0.0,2
Sandor_likes_dick,58.png,50.0,5876.526380990981,urban,5.8,0.0,2
Gideon,58.png,50.0,4787.933099010843,urban,5.8,0.0,2
Kevin Brachthuizen,58.png,50.0,9965.576803995646,urban,5.8,0.0,2
Weronika,58.png,45.0,6339.090113004204,urban,5.8,0.0,2
Vincent,58.png,50.0,6928.4189059981145,urban,5.8,0.0,2
Hadi,58.png,50.0,11299.892335999175,urban,5.8,0.0,2
Mj,58.png,40.0,8436.732333007967,urban,5.8,0.0,2
Marta,152.png,50.0,6750.725671998225,suburban,5.1,0.0,1
Maciej Martys,152.png,30.0,7899.542344996007,suburban,5.1,0.0,1
gs,152.png,40.0,5721.0521409942885,suburban,5.1,0.0,1
Artur,152.png,60.0,22303.779006993864,suburban,5.1,0.0,1
Iza,152.png,50.0,5568.653523994726,suburban,5.1,0.0,1
Algha,152.png,50.0,3973.3075340045616,suburban,5.1,0.0,1
Mj,152.png,20.0,11026.259676000336,suburban,5.1,0.0,1
Max ,152.png,30.0,9461.734520009486,suburban,5.1,0.0,1
Marta,99.png,50.0,6267.4187879893,suburban,4.8,0.0,2
Cedric ,99.png,50.0,6680.227026998182,suburban,4.8,0.0,2
Simen,99.png,80.0,9601.287377998233,suburban,4.8,0.0,2
Artur,99.png,80.0,8578.90822400077,suburban,4.8,0.0,2
Iza,99.png,70.0,12862.102252998739,suburban,4.8,0.0,2
BolekS,99.png,50.0,8290.611133998027,suburban,4.8,0.0,2
Marcel,99.png,80.0,3694.3756790060434,suburban,4.8,0.0,2
Luke,99.png,60.0,23891.46397500008,suburban,4.8,0.0,2
Kevin Brachthuizen,99.png,70.0,7112.72713499784,suburban,4.8,0.0,2
Misiek,99.png,60.0,3658.266291997279,suburban,4.8,0.0,2
Hadi,99.png,70.0,8500.788060002378,suburban,4.8,0.0,2
Mehrdad,99.png,90.0,9382.12247499905,suburban,4.8,0.0,2
Max ,99.png,120.0,6645.900592004182,suburban,4.8,0.0,2
Marta,48.png,50.0,5131.702936996589,urban,3.9,0.0,2
Maciej Martys,48.png,50.0,9076.35683499393,urban,3.9,0.0,2
Marcin,48.png,50.0,6901.549043002888,urban,3.9,0.0,2
gs,48.png,50.0,5259.41418200091,urban,3.9,0.0,2
Artur,48.png,60.0,7182.69525100186,urban,3.9,0.0,2
Iza,48.png,50.0,7000.570082993363,urban,3.9,0.0,2
Ewa,48.png,60.0,8172.891165988403,urban,3.9,0.0,2
Gideon,48.png,50.0,13591.449359009857,urban,3.9,0.0,2
Mj,48.png,60.0,10250.992608998786,urban,3.9,0.0,2
Maciej Martys,31.png,80.0,5081.604799997876,nature,7.6,1.4,1
BolekS,31.png,120.0,7342.328379992978,nature,7.6,1.4,1
Luke,31.png,90.0,6149.858720993507,nature,7.6,1.4,1
Sandra,31.png,60.0,6430.0929279997945,nature,7.6,1.4,1
Misiek,31.png,100.0,4060.6411369954003,nature,7.6,1.4,1
Vincent,31.png,80.0,8579.047594990698,nature,7.6,1.4,1
Big A,31.png,70.0,5189.013970986707,nature,7.6,1.4,1
Amir,31.png,130.0,4401.373842003522,nature,7.6,1.4,1
Mehrdad,31.png,80.0,8548.489816996153,nature,7.6,1.4,1
Maciej Martys,68.png,90.0,5862.63972800225,highway,7.4,2.8,2
Artur,68.png,130.0,10677.599980001105,highway,7.4,2.8,2
BolekS,68.png,150.0,9599.289475998376,highway,7.4,2.8,2
Marcel,68.png,150.0,7074.251521000406,highway,7.4,2.8,2
Sietske,68.png,120.0,5032.637026000884,highway,7.4,2.8,2
Kevin Brachthuizen,68.png,100.0,8576.508044003276,highway,7.4,2.8,2
Hadi,68.png,70.0,5105.807403000654,highway,7.4,2.8,2
Mj,68.png,80.0,5957.499162002932,highway,7.4,2.8,2
Maciej Martys,28.png,70.0,8259.151090001978,nature,6.4,0.0,1
Marcin,28.png,70.0,11070.150633000594,nature,6.4,0.0,1
Simen,28.png,70.0,8164.477608996094,nature,6.4,0.0,1
Mariusz,28.png,60.0,11525.153323003906,nature,6.4,0.0,1
Artur,28.png,80.0,16802.12014100107,nature,6.4,0.0,1
Luke,28.png,80.0,7127.821377987857,nature,6.4,0.0,1
Kevin Brachthuizen,28.png,60.0,9349.912783000036,nature,6.4,0.0,1
Weronika,28.png,50.0,6489.652589007164,nature,6.4,0.0,1
Misiek,28.png,100.0,4151.681275994633,nature,6.4,0.0,1
Hadi,28.png,30.0,6135.880999005167,nature,6.4,0.0,1
Mehrdad,28.png,70.0,8286.33299699868,nature,6.4,0.0,1
Maciej Martys,117.png,90.0,7127.549755998189,highway,7.2,3.0,3
Mariusz,117.png,100.0,22576.277290005237,highway,7.2,3.0,3
Artur,117.png,100.0,12737.108900997555,highway,7.2,3.0,3
Sietske,117.png,80.0,10313.041492991033,highway,7.2,3.0,3
Maciej Martys,169.png,40.0,8260.270118000335,urban,7.2,0.0,1
BolekS,169.png,40.0,16810.300170996925,urban,7.2,0.0,1
Marcel,169.png,50.0,7021.432494999317,urban,7.2,0.0,1
Gideon,169.png,50.0,7326.048282004194,urban,7.2,0.0,1
Mehrdad,169.png,50.0,19306.83698800567,urban,7.2,0.0,1
Max ,169.png,50.0,9438.80631198408,urban,7.2,0.0,1
Maciej Martys,78.png,40.0,9308.20912100171,nature,3.8,1.8,1
Iza,78.png,50.0,10672.945415004506,nature,3.8,1.8,1
Marcel,78.png,50.0,6266.42655699834,nature,3.8,1.8,1
Mehr,78.png,60.0,26199.068419999094,nature,3.8,1.8,1
Mj,78.png,30.0,31807.317091996083,nature,3.8,1.8,1
Maciej Martys,59.png,90.0,5605.573386004835,urban,7.5,0.0,2
Marcin,59.png,60.0,6467.71523100324,urban,7.5,0.0,2
Simen,59.png,80.0,21159.31101300521,urban,7.5,0.0,2
Luke,59.png,60.0,24063.197690004017,urban,7.5,0.0,2
Weronika,59.png,70.0,4300.455605000025,urban,7.5,0.0,2
Misiek,59.png,60.0,3552.7946799993515,urban,7.5,0.0,2
Mehrdad,59.png,80.0,8365.440850000596,urban,7.5,0.0,2
Maciej Martys,77.png,90.0,8093.3627839986,nature,3.7,1.5,1
Cedric ,77.png,80.0,6125.917719000427,nature,3.7,1.5,1
gs,77.png,80.0,7457.22908800235,nature,3.7,1.5,1
Ewa,77.png,70.0,5584.107278991723,nature,3.7,1.5,1
Marcel,77.png,80.0,3981.1267639961443,nature,3.7,1.5,1
Sietske,77.png,100.0,9584.293507999973,nature,3.7,1.5,1
Luke,77.png,70.0,13515.707701008068,nature,3.7,1.5,1
Misiek,77.png,100.0,3269.224982999731,nature,3.7,1.5,1
Vincent,77.png,100.0,12068.740697010071,nature,3.7,1.5,1
Amir,77.png,120.0,7542.003776005004,nature,3.7,1.5,1
Maciej Martys,106.png,40.0,7241.65282100148,urban,8.8,0.0,1
Artur,106.png,50.0,9876.243644997885,urban,8.8,0.0,1
Algha,106.png,70.0,5288.019080995582,urban,8.8,0.0,1
Weronika,106.png,45.0,8702.132043996244,urban,8.8,0.0,1
Maciej Martys,56.png,60.0,7692.303753006854,urban,6.7,0.0,2
Cedric ,56.png,30.0,6161.445430996537,urban,6.7,0.0,2
Iza,56.png,50.0,5056.588881998323,urban,6.7,0.0,2
BolekS,56.png,50.0,8596.894528003759,urban,6.7,0.0,2
Ewa,56.png,70.0,9731.574179997551,urban,6.7,0.0,2
Algha,56.png,60.0,4660.239998003817,urban,6.7,0.0,2
Kevin Brachthuizen,56.png,50.0,15123.8200559892,urban,6.7,0.0,2
Weronika,56.png,55.0,4891.999161001877,urban,6.7,0.0,2
Hadi,56.png,50.0,8577.649933999055,urban,6.7,0.0,2
Cedric ,53.png,45.0,5059.165302001929,urban,7.0,0.0,1
Marcin,53.png,40.0,9589.760636001301,urban,7.0,0.0,1
Ewa,53.png,50.0,7227.698204005719,urban,7.0,0.0,1
Gideon,53.png,50.0,3983.070538000902,urban,7.0,0.0,1
Marcin,83.png,80.0,7325.7716259977315,nature,3.6,2.3,1
Ewa,83.png,100.0,7416.901396005414,nature,3.6,2.3,1
Marcin,29.png,90.0,13251.838325995777,nature,7.4,0.0,1
Ewa,29.png,100.0,12408.685533999233,nature,7.4,0.0,1
Weronika,29.png,60.0,6539.496916011558,nature,7.4,0.0,1
Marcin,137.png,60.0,11001.165207002487,nature,4.0,0.0,1
Iza,137.png,70.0,8621.328157998505,nature,4.0,0.0,1
Marcel,137.png,100.0,10511.98479499726,nature,4.0,0.0,1
Luke,137.png,80.0,4010.606555995764,nature,4.0,0.0,1
Patryk,137.png,70.0,6941.038086995832,nature,4.0,0.0,1
Misiek,137.png,100.0,3171.7565529979765,nature,4.0,0.0,1
Mehr,137.png,110.0,7477.1481300122105,nature,4.0,0.0,1
Marcin,108.png,90.0,8850.541256004362,urban,3.5,1.0,4
Luke,108.png,100.0,11726.743617997272,urban,3.5,1.0,4
Sandra,108.png,50.0,13131.7473250092,urban,3.5,1.0,4
Weronika,108.png,70.0,8939.479294000193,urban,3.5,1.0,4
Misiek,108.png,60.0,3266.455256001791,urban,3.5,1.0,4
Big A,108.png,60.0,7769.715176997124,urban,3.5,1.0,4
Max ,108.png,140.0,7744.944923993899,urban,3.5,1.0,4
gs,27.png,40.0,5338.658557004237,nature,5.9,0.0,1
Marcel,27.png,100.0,13064.140831003897,nature,5.9,0.0,1
Gideon,27.png,50.0,9016.344101008144,nature,5.9,0.0,1
Kevin Brachthuizen,27.png,50.0,4485.467635997338,nature,5.9,0.0,1
Hadi,27.png,60.0,8560.384267999325,nature,5.9,0.0,1
Simen,6.png,130.0,9785.334871005034,highway,7.6,3.4,2
Mariusz,6.png,90.0,31319.870297003945,highway,7.6,3.4,2
Artur,6.png,100.0,12003.686079995532,highway,7.6,3.4,2
Iza,6.png,120.0,8717.145204995177,highway,7.6,3.4,2
Marcel,6.png,150.0,4360.533694998594,highway,7.6,3.4,2
Gideon,6.png,100.0,11205.594482991728,highway,7.6,3.4,2
Vincent,6.png,120.0,23026.28382599505,highway,7.6,3.4,2
Max ,6.png,160.0,5631.87176399515,highway,7.6,3.4,2
Simen,147.png,70.0,10813.765981998586,suburban,6.0,0.0,1
Iza,147.png,70.0,19709.016737004276,suburban,6.0,0.0,1
Sandra,147.png,50.0,12948.287107006763,suburban,6.0,0.0,1
Kevin Brachthuizen,147.png,50.0,7879.131373003474,suburban,6.0,0.0,1
Big A,147.png,45.0,9780.791791999945,suburban,6.0,0.0,1
Hadi,147.png,80.0,7946.114182996098,suburban,6.0,0.0,1
Mehrdad,147.png,90.0,13241.934058009065,suburban,6.0,0.0,1
Mariusz,14.png,90.0,37599.987355999474,highway,7.3,2.5,2
Sandor_likes_dick,14.png,120.0,3524.4039190001786,highway,7.3,2.5,2
Vincent,14.png,100.0,7447.205175994895,highway,7.3,2.5,2
Mehr,14.png,110.0,17112.507615005597,highway,7.3,2.5,2
Amir,14.png,150.0,11667.702791004558,highway,7.3,2.5,2
Mariusz,213.png,70.0,10963.58961500664,suburban,12.2,0.0,1
Artur,213.png,80.0,8789.63470000599,suburban,12.2,0.0,1
Ewa,213.png,80.0,5013.833884993801,suburban,12.2,0.0,1
Gideon,213.png,80.0,5695.094144000905,suburban,12.2,0.0,1
Sandra,213.png,70.0,7501.324654003838,suburban,12.2,0.0,1
Weronika,213.png,50.0,6580.724528001156,suburban,12.2,0.0,1
Big A,213.png,70.0,6296.222844990552,suburban,12.2,0.0,1
Mehr,213.png,50.0,17824.270062003052,suburban,12.2,0.0,1
Amir,213.png,80.0,6677.935895000701,suburban,12.2,0.0,1
Mariusz,207.png,80.0,9167.68334399967,suburban,7.3,0.0,2
Iza,207.png,50.0,8411.388773005456,suburban,7.3,0.0,2
Gideon,207.png,50.0,5762.170863992651,suburban,7.3,0.0,2
Mehr,207.png,60.0,8094.990405996214,suburban,7.3,0.0,2
Amir,207.png,70.0,8273.613654004293,suburban,7.3,0.0,2
Mj,207.png,50.0,9307.309706986416,suburban,7.3,0.0,2
Iza,72.png,90.0,5246.737219000352,highway,7.2,1.5,2
